









Frequency of observations in the selected location(s).:
Number of taxa: 	477

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Collared Plover	0.0	0.0013228	0.0	0.0	0.0	0.0	0.0024722	0.0015	0.0017361	0.0039139	0.0018349	0.0013459	0.0015	0.0	0.0	0.0084034	0.0019646	0.0024242	0.0102881	0.0071327	0.0055453	0.0083333	0.006237	0.006462	0.001845	0.0036364	0.0015	0.0037221	0.0	0.0098847	0.0072993	0.0022624	0.0033167	0.0027064	0.0015	0.0031283	0.0015	0.0038573	0.0039722	0.0039841	0.002893	0.0031983	0.005423	8.084E-4	0.0035253	0.002451	0.0012626	0.0	
Two-banded Plover	0.0	0.0026455	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0019569	0.0	0.0	0.0	0.0015	0.0020747	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.001845	0.0015	0.0	0.0	0.0016287	0.0	0.0	0.0011312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.084E-4	0.0	0.0	0.0	0.0	
Least Seedsnipe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
South American Painted-Snipe	0.0021906	0.005291	0.0	0.0020899	0.004717	0.001506	0.0012361	0.0	0.0017361	0.0015	0.0091743	0.0015	0.001938	0.0	0.0	0.0016807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016474	0.0	0.0	0.0	0.0027064	0.0	0.0010428	0.0	0.0048216	0.0019861	7.968E-4	0.002893	0.0053305	0.0086768	0.0024252	0.0	0.0036765	0.0012626	0.0019268	
Wattled Jacana	0.3691128	0.4021164	0.3571429	0.369906	0.3238994	0.2921687	0.2793572	0.3743842	0.3350694	0.3307241	0.3266055	0.3351279	0.2771318	0.2754881	0.253112	0.2386555	0.2436149	0.2206061	0.2201646	0.256776	0.2532348	0.2520833	0.3014553	0.2988691	0.3413284	0.2818182	0.252669	0.2990074	0.2361564	0.214168	0.2883212	0.2669683	0.278607	0.2625169	0.2463977	0.2533889	0.3161765	0.3288332	0.3426018	0.3346614	0.388621	0.3731343	0.3698482	0.3718674	0.3325499	0.3786765	0.3585859	0.3352601	
Upland Sandpiper	0.0010953	0.0	0.0	0.0010449	0.0	0.0	0.0024722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0012255	0.0015	0.0019268	
Hudsonian Whimbrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	
Hudsonian Godwit	0.0	0.0013228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0013532	0.0015	0.0010428	0.0012255	0.0019286	9.93E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pantanal Snipe	0.0164294	0.0145503	0.0062112	0.0062696	0.0062893	0.0060241	0.0037083	0.0082102	0.0017361	0.0	0.0018349	0.0053836	0.001938	0.0021692	0.0041494	0.0	0.0	0.0012121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002451	0.0019286	0.0	0.0015936	0.002893	0.0053305	0.0206074	0.0129345	0.0176263	0.0098039	0.0075758	0.0086705	
Pantanal/Magellanic Snipe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0021692	0.0020747	0.0015	0.0	0.0012121	0.0	0.0028531	0.0	0.0020833	0.0	0.0	0.001845	0.0	0.0	0.0	0.0	0.0	0.0018248	0.0	0.0	0.0	0.0	0.0010428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.084E-4	0.0	0.0	0.0	0.0	
Wilson's Phalarope	0.0010953	0.0013228	0.0	0.0052247	0.0	0.003012	0.0012361	0.0	0.0	0.0	0.0	0.0040377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0040595	0.0072046	0.0010428	0.004902	0.0135005	0.0148957	0.0087649	0.0115718	0.0053305	0.0075922	0.0024252	0.0058754	0.0073529	0.0025253	0.0019268	
phalarope sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spotted Sandpiper	0.0021906	0.0013228	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0013532	0.0	0.0010428	0.0	0.002893	0.0	0.0	0.0015	0.0	0.0	0.0016168	0.0	0.0	0.0	0.0	
Solitary Sandpiper	0.0010953	0.0015	0.0031056	0.0020899	0.0062893	0.0	0.0024722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013532	0.0	0.0	0.0	9.643E-4	9.93E-4	7.968E-4	0.0019286	0.0010661	0.0010846	0.0024252	0.0035253	0.0012255	0.0	0.0	
Lesser Yellowlegs	0.0438116	0.026455	0.015528	0.014629	0.0157233	0.0	0.0086527	0.001642	0.0052083	0.0117417	0.0018349	0.0026918	0.001938	0.0015	0.0020747	0.0016807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024814	0.0032573	0.0032949	0.0182482	0.0090498	0.0149254	0.0202977	0.0158501	0.0187696	0.0134804	0.0298939	0.0228401	0.0270916	0.0163934	0.0181237	0.0260304	0.0145513	0.0411281	0.0416667	0.0252525	0.0250482	
Greater Yellowlegs	0.0054765	0.0079365	0.0046584	0.0020899	0.0015723	0.001506	0.0012361	0.0032841	0.0034722	0.0058708	0.0018349	0.0	0.001938	0.0043384	0.0041494	0.0033613	0.0019646	0.0012121	0.0	0.0014265	0.0018484	0.0015	0.0	0.0	0.0015	0.0036364	0.0	0.0024814	0.0016287	0.0016474	0.0018248	0.0	0.0033167	0.0054127	0.0057637	0.0052138	0.0073529	0.0067502	0.0089374	0.0071713	0.0067502	0.0031983	0.0097614	0.0088925	0.0105758	0.0061275	0.0037879	0.004817	
Tringa sp.	0.0015	0.0013228	0.0	0.0	0.0031447	0.0	0.0	0.0	0.0	0.0	0.0	0.0013459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012255	0.0038573	9.93E-4	0.0015936	0.0	0.0010661	0.0	8.084E-4	0.0	0.0	0.0	9.634E-4	
Red Knot	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0010428	0.0	0.0	0.0015	7.968E-4	9.643E-4	0.0	0.0	0.0	0.0023502	0.0	0.0	0.0	
Stilt Sandpiper	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0016584	0.0	0.0	0.0010428	0.0015	0.002893	0.0039722	7.968E-4	9.643E-4	0.0010661	0.0065076	8.084E-4	0.0	0.002451	0.0012626	9.634E-4	
Buff-breasted Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sanderling	0.0	0.0015	0.0015528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Baird's Sandpiper	0.0010953	0.0013228	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0019569	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019286	0.0019861	7.968E-4	0.0019286	0.0010661	0.0032538	0.0015	0.0011751	0.0012255	0.0	0.0	
White-rumped Sandpiper	0.0021906	0.0026455	0.0015528	0.0052247	0.004717	0.0	0.0	0.0015	0.0	0.0019569	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016584	0.0	0.0043228	0.0031283	0.0012255	0.0057859	0.0079444	0.0063745	0.0048216	0.0095949	0.0184382	0.0145513	0.0152761	0.0085784	0.0063131	0.0019268	
Pectoral Sandpiper	0.0328587	0.0343915	0.0186335	0.0282132	0.0283019	0.003012	0.0086527	0.0049261	0.0069444	0.0019569	0.0	0.0013459	0.0	0.0	0.0	0.0	0.0	0.0012121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016474	0.0036496	0.0045249	0.0082919	0.0040595	0.0014409	0.0020855	0.002451	0.0086789	0.0109235	0.012749	0.0202507	0.010661	0.021692	0.0113177	0.0235018	0.0208333	0.0176768	0.0260116	
peep sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.634E-4	
Calidris sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010428	0.0	0.0	9.93E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.634E-4	
large shorebird sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.643E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
shorebird sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.084E-4	0.0	0.0	0.0	0.0	
Parasitic Jaeger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	
Chilean Skua	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0036969	0.0	0.002079	0.0	0.001845	0.0163636	0.0017794	0.0	0.0	0.0	0.0018248	0.0011312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brown Skua	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
skua sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0012121	0.0	0.0028531	0.0055453	0.0	0.006237	0.003231	0.001845	0.0090909	0.0071174	0.0024814	0.004886	0.0016474	0.0	0.0011312	0.0016584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brown-hooded Gull	0.0646221	0.0595238	0.0403727	0.045977	0.0377358	0.0301205	0.0407911	0.0344828	0.0329861	0.0136986	0.0330275	0.0323015	0.0562016	0.0585683	0.0497925	0.0571429	0.0746562	0.0969697	0.1687243	0.1426534	0.1866913	0.25	0.2577963	0.3360258	0.3339483	0.3163636	0.3024911	0.3511166	0.257329	0.2454695	0.290146	0.239819	0.2271973	0.1718539	0.1541787	0.1584984	0.1348039	0.1263259	0.101291	0.0924303	0.0973963	0.0660981	0.1258134	0.0808407	0.0728555	0.120098	0.0833333	0.044316	
Gray-hooded Gull	0.0087623	0.010582	0.0062112	0.0073145	0.0062893	0.0045181	0.0024722	0.0032841	0.0017361	0.0019569	0.0018349	0.0053836	0.0116279	0.0086768	0.0082988	0.010084	0.0176817	0.0254545	0.0411523	0.0299572	0.038817	0.0916667	0.0727651	0.0743134	0.1051661	0.0909091	0.069395	0.0558313	0.029316	0.0362438	0.0383212	0.0316742	0.0215589	0.0270636	0.0244957	0.0406674	0.0122549	0.021215	0.0089374	0.0103586	0.0173578	0.0138593	0.0184382	0.0169766	0.0094007	0.0098039	0.0050505	0.0077071	
Brown-hooded/Gray-hooded Gull	0.0	0.0	0.0	0.0	0.0	0.0	0.0012361	0.0	0.0	0.0	0.0018349	0.0	0.0	0.0	0.0	0.005042	0.0	0.0	0.0041152	0.0014265	0.0036969	0.0041667	0.008316	0.0080775	0.0166052	0.0090909	0.0035587	0.0037221	0.0032573	0.0016474	0.0036496	0.0015	0.0082919	0.0040595	0.0043228	0.0	0.0012255	0.0019286	0.0	0.0031873	9.643E-4	0.0	0.0021692	0.0	0.0	0.0	0.0	0.0	
Olrog's Gull	0.0010953	0.0013228	0.0	0.0	0.0	0.001506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012121	0.0020576	0.0142653	0.0073937	0.0020833	0.012474	0.0177706	0.0055351	0.0163636	0.0106762	0.0074442	0.0032573	0.0016474	0.0	0.0011312	0.0016584	0.0	0.0	0.0	0.0	0.0	0.0	7.968E-4	0.0	0.0	0.0010846	0.0	0.0	0.0012255	0.0	9.634E-4	
Kelp Gull	0.0449069	0.047619	0.0326087	0.0585162	0.0581761	0.064759	0.0420272	0.0410509	0.0555556	0.0410959	0.066055	0.0497981	0.0775194	0.1062907	0.0975104	0.0890756	0.1257367	0.1357576	0.1646091	0.2125535	0.1756007	0.175	0.2245322	0.2423263	0.201107	0.2072727	0.1690391	0.1761787	0.1205212	0.0889621	0.1514599	0.0791855	0.079602	0.0568336	0.0302594	0.0375391	0.0367647	0.0308582	0.0188679	0.0183267	0.0260366	0.0202559	0.0173536	0.0242522	0.0199765	0.0232843	0.0265152	0.0337187	
Larus sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gull sp.	0.0043812	0.0	0.0031056	0.0010449	0.0015723	0.003012	0.0037083	0.0	0.0017361	0.0039139	0.0036697	0.0053836	0.003876	0.0021692	0.0062241	0.0016807	0.0039293	0.0133333	0.0144033	0.0199715	0.0240296	0.0291667	0.027027	0.0161551	0.0202952	0.0254545	0.019573	0.0210918	0.0065147	0.0049423	0.0072993	0.0113122	0.0049751	0.0027064	0.0028818	0.0052138	0.0036765	0.0048216	0.0019861	0.0087649	0.0038573	0.0021322	0.0	0.0	0.0035253	0.002451	0.0012626	0.0028902	
Black Skimmer	0.0010953	0.0013228	0.0	0.0	0.0015	0.001506	0.0024722	0.0015	0.0	0.0019569	0.0	0.0	0.001938	0.0	0.0	0.0	0.0	0.0145455	0.0041152	0.0	0.0018484	0.0	0.0	0.0016155	0.0	0.0054545	0.0015	0.0012407	0.0016287	0.0	0.0	0.0	0.0016584	0.0013532	0.0	0.0010428	0.0012255	0.0019286	0.0079444	0.0071713	0.0038573	0.0031983	0.0010846	0.0016168	0.0023502	0.002451	0.0037879	9.634E-4	
Yellow-billed Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034722	0.0	0.0	0.0	0.001938	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012407	0.0	0.0	0.0	0.0	0.0	0.0013532	0.0	0.0020855	0.0036765	0.0	0.0059583	0.0023904	9.643E-4	0.0010661	0.0	0.0	0.0	0.0	0.0	0.0	
Large-billed Tern	0.007667	0.0198413	0.0031056	0.0015	0.0	0.0	0.0	0.0	0.0	0.0019569	0.0036697	0.0	0.0116279	0.0043384	0.0020747	0.0016807	0.0039293	0.0	0.0020576	0.0028531	0.0018484	0.0	0.0	0.0	0.001845	0.0	0.0017794	0.0037221	0.0016287	0.0098847	0.0145985	0.0169683	0.0232172	0.0121786	0.0100865	0.0250261	0.0159314	0.021215	0.0019861	0.0015936	0.0019286	0.0010661	0.0021692	0.0032336	0.0011751	0.0012255	0.0050505	0.004817	
Gull-billed Tern	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020576	0.0	0.0	0.0	0.002079	0.0	0.001845	0.0018182	0.0	0.0	0.0	0.0	0.0	0.0011312	0.0016584	0.0015	0.0	0.0	0.0012255	9.643E-4	0.0	0.0	0.0	0.0	0.0	0.0024252	0.0	0.0	0.0	0.0	
Black Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.968E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Snowy-crowned Tern	0.0142388	0.0039683	0.0031056	0.0041797	0.0	0.001506	0.0	0.001642	0.0034722	0.0	0.0	0.0	0.0	0.0021692	0.0020747	0.0015	0.0	0.0012121	0.0041152	0.0142653	0.0203327	0.0083333	0.031185	0.0339257	0.0110701	0.04	0.0498221	0.0682382	0.0521173	0.0494234	0.0967153	0.0565611	0.1111111	0.0798376	0.0605187	0.0792492	0.0588235	0.0443587	0.0307845	0.0374502	0.0568949	0.0202559	0.0119306	0.0088925	0.0035253	0.0098039	0.0075758	0.004817	
South American Tern	0.0010953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019646	0.0	0.0	0.0	0.0018484	0.0	0.0	0.0	0.0015	0.0036364	0.0017794	0.0037221	0.0032573	0.0015	0.0036496	0.0	0.0016584	0.0	0.0014409	0.0052138	0.004902	0.0019286	0.0	7.968E-4	0.0038573	0.0010661	0.0	0.0	0.0	0.0	0.0015	0.0038536	
Common Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sterna sp.	0.0	0.0	0.0	0.0	0.0015723	0.0	0.0	0.0	0.0017361	0.0	0.0	0.0015	0.0	0.0021692	0.0	0.0	0.0	0.0	0.0	0.0014265	0.0018484	0.0020833	0.004158	0.0080775	0.0110701	0.0090909	0.0106762	0.0086849	0.004886	0.0032949	0.0127737	0.0011312	0.0099502	0.0027064	0.0028818	0.0052138	0.0	0.002893	9.93E-4	0.0023904	0.0038573	0.0010661	0.0043384	0.0	0.0	0.0	0.0	0.0	
Sandwich Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018484	0.0	0.0	0.0	0.0	0.0	0.0017794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Royal Tern	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0024242	0.0	0.0014265	0.0055453	0.0020833	0.008316	0.0129241	0.0129151	0.0127273	0.0106762	0.0136476	0.019544	0.0016474	0.0072993	0.0022624	0.0082919	0.0027064	0.0	0.0010428	0.0036765	0.0	0.0	0.0	9.643E-4	0.0	0.0010846	0.0	0.0	0.0	0.0	0.0	
Thalasseus sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016584	0.0013532	0.0	0.0010428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tern sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018182	0.0017794	0.0012407	0.0	0.0	0.0	0.0011312	0.0	0.0	0.0	0.0010428	0.0	0.0	9.93E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Chilean Flamingo	0.0	0.0	0.0	0.0010449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001938	0.0	0.0	0.0	0.0015	0.0048485	0.0061728	0.0028531	0.0018484	0.0	0.016632	0.0016155	0.0092251	0.0036364	0.0017794	0.0024814	0.0	0.0016474	0.0018248	0.0022624	0.0	0.0	0.0	0.0	0.0015	9.643E-4	0.0015	0.0	0.0019286	0.0010661	0.0	0.0	0.0	0.0	0.0	0.0019268	
White-tufted Grebe	0.1982475	0.1904762	0.1909938	0.2246604	0.2138365	0.1762048	0.1915946	0.2183908	0.1701389	0.18591	0.1963303	0.1803499	0.1841085	0.186551	0.1846473	0.2033613	0.2239686	0.2266667	0.2366255	0.2596291	0.2661738	0.2666667	0.2910603	0.2940226	0.3118081	0.3218182	0.3380783	0.3200993	0.2915309	0.2685338	0.3266423	0.2884615	0.2835821	0.2543978	0.259366	0.2565172	0.2671569	0.2767599	0.2552135	0.2486056	0.270974	0.238806	0.2245119	0.2166532	0.1703878	0.1887255	0.1666667	0.1300578	
Least Grebe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001642	0.0017361	0.0019569	0.0055046	0.0026918	0.001938	0.0	0.0062241	0.0	0.0	0.0	0.0	0.0028531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.643E-4	0.0031983	0.0021692	8.084E-4	0.0015	0.002451	0.0	0.0	
Pied-billed Grebe	0.1807229	0.202381	0.2096273	0.1755486	0.1415094	0.1626506	0.1520396	0.1904762	0.1545139	0.1604697	0.1155963	0.1265141	0.1162791	0.1171367	0.1058091	0.1193277	0.1218075	0.1551515	0.1502058	0.149786	0.1737523	0.1958333	0.1975052	0.1922456	0.2361624	0.22	0.1903915	0.2220844	0.1905537	0.1499176	0.2354015	0.2024887	0.225539	0.1853857	0.1959654	0.1887383	0.2058824	0.1851495	0.2144985	0.2023904	0.2391514	0.1652452	0.1616052	0.1721908	0.1527615	0.1642157	0.1388889	0.132948	
Great Grebe	0.0690033	0.0582011	0.0279503	0.031348	0.0204403	0.0210843	0.025958	0.0279146	0.0225694	0.0234834	0.0311927	0.0417227	0.0426357	0.0629067	0.0456432	0.0386555	0.0530452	0.0957576	0.1152263	0.1597718	0.1645102	0.21875	0.2474012	0.276252	0.3284133	0.3254545	0.2562278	0.292804	0.2785016	0.2421746	0.3138686	0.311086	0.2935323	0.2503383	0.2204611	0.2252346	0.2132353	0.1861138	0.1767627	0.1290837	0.1610415	0.1183369	0.1030369	0.105093	0.0693302	0.129902	0.0744949	0.0712909	
Silvery Grebe	0.0	0.0	0.0	0.0	0.0	0.0	0.0012361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018484	0.0020833	0.002079	0.0016155	0.0129151	0.0036364	0.0015	0.0024814	0.0	0.0	0.0	0.0	0.0016584	0.0	0.0028818	0.0020855	0.002451	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0011751	0.0	0.0	9.634E-4	
