









Frequency of observations in the selected location(s).:
Number of taxa: 	645

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Atlantic Yellow-nosed Albatross	0.012574	0.0014528	0.0100053	0.0094915	0.0279046	0.0057624	0.004886	0.0280538	0.0163613	0.0226516	0.015748	0.0066225	0.007242	0.0	6.631E-4	0.0016269	0.001	0.0011537	0.0	0.0	0.0047814	0.0	0.0	0.0017321	0.0015	0.0054885	0.0037675	0.0	0.0017231	0.0	0.0	0.0	0.0	0.0	0.0	0.0011806	4.782E-4	0.0011491	0.0014451	0.0043997	0.0	0.0016885	4.634E-4	0.0018362	0.0057609	0.0042614	0.0021598	0.006633	
Atlantic/Indian Yellow-nosed Albatross	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.83E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gray-headed Albatross	3.698E-4	0.0	0.0	3.39E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.143E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-capped Albatross	0.0044379	0.0	0.0	3.39E-4	0.0040589	0.0	4.072E-4	0.0023378	6.545E-4	0.0019987	0.0	0.0	0.001207	0.0	0.0	0.0015	0.0	2.884E-4	0.0	0.0	0.0	0.0	0.0	0.0015	7.022E-4	0.0032931	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.001469	9.602E-4	9.47E-4	0.0010799	0.0	
White-capped/Salvin's/Chatham Albatross	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.672E-4	0.0	0.0	0.0	0.0	
Black-browed Albatross	0.0244083	0.0024213	0.0068457	0.0074576	0.021309	0.0075355	0.0052932	0.0268849	0.0215969	0.0279813	0.015748	0.0207506	0.0126735	0.0027759	0.0086207	0.0043384	0.0045	0.0040381	0.0020298	0.0050736	0.0163934	0.0106082	0.004902	0.0115473	0.0105337	0.0159166	0.0123789	0.0110922	0.0109133	0.004284	0.006753	0.0026293	0.0027793	0.001005	5.147E-4	0.0035419	9.565E-4	0.0017236	0.021315	0.030484	0.005	0.0063318	0.0037071	0.0029379	0.0076812	0.0137311	0.0080994	0.0101074	
small albatross sp.	0.0018491	0.0	0.0015798	0.0013559	0.0035515	0.0	0.0	5.845E-4	6.545E-4	6.662E-4	0.0057266	0.0039735	6.035E-4	0.0	0.0	0.0	0.0	2.884E-4	6.766E-4	0.0	0.0	0.0	0.0	0.0011547	0.0	0.0	5.382E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015713	0.0015	0.0	0.0015	3.672E-4	0.0	0.0	0.0	3.159E-4	
albatross sp.	0.0	0.0	0.0	6.78E-4	5.074E-4	0.0	4.072E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wilson's Storm-Petrel	0.0059172	0.0	5.266E-4	0.0016949	0.0101471	0.0	0.0	0.0035067	6.545E-4	0.0019987	0.0021475	0.0039735	0.003621	6.94E-4	6.631E-4	0.0015	0.001	0.0015	6.766E-4	0.0010147	0.0047814	0.0015	5.447E-4	0.0028868	0.0063202	0.0027442	0.0037675	4.266E-4	0.0040207	6.12E-4	0.0028137	8.764E-4	0.0011117	0.0	0.0	0.0019677	4.782E-4	8.618E-4	0.0054191	0.0065996	0.0015	0.0029548	4.634E-4	0.0015	9.602E-4	0.0033144	0.0016199	0.0012634	
White-bellied Storm-Petrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.143E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-bellied Storm-Petrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.143E-4	0.0	0.0	0.0	0.0	0.0	0.0018939	0.0	0.0	
Leach's Storm-Petrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.662E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
storm-petrel sp.	0.0	0.0	0.0	0.0	0.0010147	0.0	0.0	0.0	0.0	6.662E-4	7.158E-4	0.0	0.0	0.0	0.0	0.0	0.0	2.884E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.627E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.143E-4	0.0	0.0	0.0	0.0	4.801E-4	0.0	0.0	0.0	
Southern Giant-Petrel	0.0118343	0.0029056	0.0015798	0.0064407	0.0106545	0.0013298	0.0036645	0.0070134	0.0052356	0.0019987	0.0028633	8.83E-4	0.0030175	0.0	0.0013263	0.0010846	0.002	0.002019	0.0067659	0.0182648	0.0300546	0.019802	0.0255991	0.0352194	0.0203652	0.032382	0.0274489	0.0140785	0.0224009	0.0269278	0.0168824	0.0122699	0.0211228	0.0115578	0.0180134	0.017316	0.0047824	0.0037346	0.011922	0.02577	0.0126923	0.0088645	0.0097312	0.0084466	0.0043207	0.0118371	0.0113391	0.0135818	
Northern Giant-Petrel	0.0022189	4.843E-4	0.0	0.0016949	0.0010147	0.0	4.072E-4	0.0011689	0.0	0.0	0.0	8.83E-4	0.0	0.0	0.0	0.0	0.0	2.884E-4	6.766E-4	0.0010147	0.0	0.0028289	5.447E-4	0.0	0.0021067	0.0038419	0.0016146	0.0	0.0045951	0.001224	0.002251	8.764E-4	0.0016676	5.025E-4	5.147E-4	7.871E-4	0.0	5.745E-4	0.0054191	0.0065996	3.846E-4	0.0016885	0.0027804	0.001469	0.0024004	0.0056818	0.0026998	9.476E-4	
Southern/Northern Giant-Petrel	0.0014793	0.0	0.0042127	0.0030508	0.0015221	0.0	0.0	0.0011689	0.0013089	0.0	7.158E-4	0.0013245	0.0	0.0	0.0	0.0	0.0	0.0	6.766E-4	0.0	0.0	7.072E-4	0.0010893	0.0017321	0.0014045	0.0010977	5.382E-4	4.266E-4	0.0011488	6.12E-4	0.0	0.0	0.0022235	0.0015075	5.147E-4	0.0015742	4.782E-4	8.618E-4	0.003974	0.0043997	0.0034615	0.0012664	0.0013902	7.345E-4	0.0	0.0028409	0.0026998	0.0012634	
Southern Fulmar	0.0	0.0	0.0	0.0015	0.0	4.433E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.884E-4	0.0	0.0030441	6.831E-4	7.072E-4	5.447E-4	0.0028868	7.022E-4	0.0010977	5.382E-4	8.532E-4	0.0	0.001224	0.0015	0.0	0.0	0.0	0.0	0.0	4.782E-4	0.0	3.613E-4	0.0015713	0.0	0.0	0.002317	0.0	0.0	0.0	0.0	0.0015	
Pintado Petrel	0.0	0.0	5.266E-4	0.0	0.0010147	0.0	0.0	5.845E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	2.884E-4	6.766E-4	5.074E-4	6.831E-4	7.072E-4	0.0015	0.0011547	7.022E-4	0.0021954	0.0026911	4.266E-4	0.0040207	6.12E-4	0.0	0.0	0.0011117	0.0	0.0	3.935E-4	4.782E-4	0.0015	0.0015	0.0056568	3.846E-4	0.0012664	0.0015	0.0015	0.0	4.735E-4	0.0	0.0015	
Kerguelen Petrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.12E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Trindade Petrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.545E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Soft-plumaged Petrel	0.0018491	4.843E-4	5.266E-4	3.39E-4	0.0020294	0.0	0.0	0.0017534	0.0	0.0	7.158E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.831E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.782E-4	0.0	0.0	3.143E-4	0.0	0.0	0.0	0.0	0.0015	4.735E-4	0.0	0.0	
White-headed Petrel	3.698E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.143E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Atlantic Petrel	0.0184911	0.0043584	0.0031596	0.0054237	0.0228311	0.0	4.072E-4	0.0040912	0.0032723	6.662E-4	7.158E-4	4.415E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.774E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015713	0.0	0.0012664	0.002317	0.0	4.801E-4	0.0052083	0.0016199	0.0	
Pterodroma sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.613E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue Petrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010147	0.0054645	7.072E-4	0.0	0.0	0.0	0.0	5.382E-4	4.266E-4	0.0	6.12E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.143E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Antarctic Prion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.735E-4	0.0	0.0	
Slender-billed Prion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014045	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	4.221E-4	0.0	0.0	0.0	0.0	0.0	3.159E-4	
prion sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Gray Petrel	7.396E-4	0.0	5.266E-4	0.0	5.074E-4	0.0	0.0	0.0	0.0	6.662E-4	7.158E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.428E-4	0.0	0.0	0.0	0.0	0.0	0.0028409	0.0	3.159E-4	
White-chinned Petrel	0.0218195	0.0033898	0.0042127	0.0061017	0.0248605	0.0062057	0.0040717	0.0233781	0.0209424	0.0306462	0.0143164	0.0181015	0.0090525	0.0013879	0.0026525	0.0021692	0.002	0.0017306	6.766E-4	0.0010147	0.0068306	0.0028289	5.447E-4	0.0057737	0.002809	0.0082327	0.0064586	0.0017065	0.0051694	6.12E-4	0.006753	8.764E-4	0.0016676	0.0025126	0.0010293	0.0027548	9.565E-4	0.0022982	0.0191474	0.02577	0.0042308	0.0084424	0.0018536	0.0036724	0.006241	0.0113636	0.0064795	0.0129501	
Spectacled Petrel	0.0048077	0.0029056	5.266E-4	0.0030508	0.0091324	0.0	4.072E-4	5.845E-4	0.0019634	0.0	0.0014316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.285E-4	0.0	4.221E-4	0.0	0.0	0.0	9.47E-4	0.0	0.0	
Westland Petrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.801E-4	0.0	0.0	0.0	
Procellaria sp.	3.698E-4	0.0	0.0	0.0013559	0.0010147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.143E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cory's Shearwater	0.0051775	0.0014528	5.266E-4	0.0016949	0.0030441	4.433E-4	0.0020358	5.845E-4	0.0013089	0.0	0.0	8.83E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.801E-4	0.0023674	0.0016199	0.0018951	
Cory's/Scopoli's Shearwater	0.0110947	0.0029056	5.266E-4	0.0040678	0.0197869	0.0013298	0.0	0.0046756	0.0019634	0.0	0.0	4.415E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.143E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.317E-4	
Cape Verde Shearwater	0.0077663	0.0	0.0015798	3.39E-4	0.007103	0.001773	0.002443	0.0040912	0.0065445	0.0013324	0.0014316	4.415E-4	0.001207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011017	9.602E-4	0.0014205	0.0	0.0069488	
Cory's/Scopoli's/Cape Verde Shearwater	0.0	0.0	0.0	0.0	0.0020294	0.0	0.0	0.0011689	0.0	0.0	0.0	4.415E-4	6.035E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Great Shearwater	0.0284763	0.0058111	0.0131648	0.0122034	0.0466768	0.0097518	0.0057003	0.0362361	0.0281414	0.0273151	0.0186113	0.0233996	0.0126735	0.0013879	0.0019894	0.0043384	0.0035	0.002019	0.0013532	0.0020294	0.0047814	0.0	0.0	0.0	7.022E-4	0.0010977	0.0	0.0	0.0	0.0	0.002251	0.0	0.0016676	0.001005	0.0	0.0015742	4.782E-4	8.618E-4	0.0231214	0.0279698	0.0026923	0.0063318	0.002317	0.0022035	0.0067211	0.0137311	0.0091793	0.0085281	
Sooty Shearwater	0.0055473	0.0015	0.0010532	0.0016949	0.0050736	0.0022163	0.0028502	0.0169492	0.0045812	0.0139907	0.0050107	0.007947	0.0054315	0.0	0.0	0.0010846	0.001	0.0015	0.0	5.074E-4	0.0047814	7.072E-4	0.0	0.0023095	0.002809	0.0098793	0.0026911	8.532E-4	0.0034463	0.001836	0.0033765	8.764E-4	0.0011117	0.0	0.0	0.0023613	4.782E-4	8.618E-4	0.0061416	0.0087995	3.846E-4	0.0021106	9.268E-4	7.345E-4	4.801E-4	0.0014205	0.0	0.004422	
Manx Shearwater	0.0192308	9.685E-4	0.0084255	0.0064407	0.029934	0.0075355	0.0052932	0.0268849	0.0196335	0.0279813	0.0128848	0.0092715	0.008449	0.0015	0.0	0.0021692	0.001	0.0011537	0.0	5.074E-4	0.0047814	0.0	0.0	0.0015	0.0021067	0.0027442	5.382E-4	0.0	0.0011488	0.0	0.0028137	8.764E-4	0.0011117	0.0	0.0	0.0027548	4.782E-4	0.0034473	0.0195087	0.0179133	0.0073077	0.0029548	0.002317	0.0029379	0.0052808	0.0089962	0.0037797	0.0104232	
Subantarctic Shearwater	0.0	0.0	0.0015	3.39E-4	0.0	0.0	0.0	0.0	0.0	0.0	7.158E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.382E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.143E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
small shearwater sp.	7.396E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.382E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.871E-4	0.0	0.0	0.0	0.0	3.846E-4	0.0	0.0	0.0	0.0	0.0015	5.4E-4	0.0	
shearwater sp.	0.0018491	0.0	0.0	3.39E-4	0.0040589	0.0	4.072E-4	0.0	6.545E-4	0.0	0.0	8.83E-4	0.0018105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.382E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.143E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.317E-4	
Common Diving-Petrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.12E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.143E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
procellariid sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.221E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Maguari Stork	0.0872781	0.0808717	0.07109	0.0589831	0.0629122	0.0558511	0.0561889	0.0572764	0.0556283	0.0459694	0.0544023	0.0618102	0.071213	0.0513532	0.0769231	0.0748373	0.082	0.0836458	0.0751015	0.0644343	0.0765027	0.0792079	0.1089325	0.0935335	0.0849719	0.1048299	0.116254	0.1181741	0.1068352	0.0985312	0.1142375	0.0990359	0.1178432	0.1095477	0.117859	0.1078316	0.1238642	0.1442114	0.1116329	0.1348209	0.14	0.1317011	0.1445783	0.1388175	0.1152184	0.1017992	0.0988121	0.0881238	
Jabiru	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.159E-4	
Wood Stork	0.0247781	0.02954	0.0200105	0.020339	0.0208016	0.0124113	0.0166938	0.0181181	0.020288	0.0193205	0.0186113	0.0207506	0.0199155	0.0083276	0.0125995	0.0059653	0.004	0.0034612	6.766E-4	0.0025368	6.831E-4	7.072E-4	0.001634	0.0028868	0.0021067	0.0	5.382E-4	8.532E-4	0.0017231	6.12E-4	0.002251	0.0013146	0.0011117	0.0015075	0.0010293	7.871E-4	0.0014347	0.0014364	0.0014451	0.0043997	0.0084615	0.0101309	0.0217794	0.022769	0.0244839	0.0241477	0.0286177	0.0252685	
stork sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.221E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Magnificent Frigatebird	0.0029586	0.0015	0.0010532	3.39E-4	5.074E-4	0.0022163	8.143E-4	0.0015	0.0013089	0.0019987	0.0014316	8.83E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	5.074E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	3.143E-4	0.0015	4.221E-4	0.0015	0.0	9.602E-4	0.0	0.0	9.476E-4	
Brown Booby	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.801E-4	0.0	0.0	0.0	
Anhinga	0.0	0.0024213	0.0031596	0.0010169	0.0025368	8.865E-4	0.0016287	0.0029223	0.0013089	0.0039973	0.0021475	0.0030905	0.0	6.94E-4	0.0019894	0.0032538	0.0015	8.653E-4	0.0020298	0.0015221	0.0040984	0.0014144	0.001634	5.774E-4	7.022E-4	5.488E-4	0.0021529	4.266E-4	5.744E-4	0.002448	0.0016882	0.0015	0.0022235	0.0025126	5.147E-4	0.0019677	9.565E-4	0.0014364	0.0014451	0.0025141	0.0011538	0.0012664	0.002317	0.0022035	0.0024004	0.0014205	0.0015	0.0012634	
Neotropic Cormorant	0.2215237	0.222276	0.2006319	0.1922034	0.2090309	0.1702128	0.1669381	0.1969608	0.2002618	0.1572285	0.1581961	0.1487859	0.1369946	0.1276891	0.1485411	0.1442516	0.142	0.1280646	0.131935	0.1374937	0.1072404	0.1181047	0.1339869	0.1235566	0.1481742	0.1492865	0.1727664	0.1860068	0.1728891	0.1842105	0.1896455	0.1958808	0.221234	0.2321608	0.2691714	0.2510823	0.2505978	0.265441	0.2445809	0.2485858	0.2365385	0.2380751	0.2655236	0.2467866	0.237638	0.2400568	0.2284017	0.2406822	
Imperial Cormorant	0.0	4.843E-4	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	6.662E-4	7.158E-4	4.415E-4	0.001207	0.0015	0.0013263	0.0	0.0	2.884E-4	0.0	5.074E-4	0.0027322	7.072E-4	0.001634	0.0034642	0.0070225	0.0016465	0.0037675	0.0012799	5.744E-4	6.12E-4	5.627E-4	4.382E-4	0.0	0.0	0.0	3.935E-4	4.782E-4	2.873E-4	0.0	6.285E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-faced Ibis	0.1372041	0.1191283	0.1042654	0.1061017	0.1232877	0.0899823	0.0940554	0.1057861	0.0994764	0.0646236	0.0858984	0.0887417	0.0947495	0.0659264	0.0928382	0.0748373	0.095	0.0879723	0.079161	0.0644343	0.0580601	0.0806223	0.0833333	0.073903	0.0730337	0.0801317	0.0990312	0.0895904	0.0672028	0.0599755	0.0844119	0.0714286	0.0994997	0.1165829	0.1199177	0.1094057	0.1281683	0.1490951	0.1264451	0.1436204	0.1388462	0.1329675	0.1455051	0.148733	0.1421027	0.1401515	0.1436285	0.1452937	
Bare-faced Ibis	0.0717456	0.0745763	0.0552923	0.0630508	0.0629122	0.0589539	0.0651466	0.0789012	0.0804974	0.0466356	0.0644238	0.0657837	0.0790585	0.0680083	0.0729443	0.0536876	0.061	0.0582636	0.0595399	0.0476915	0.0546448	0.0678925	0.0708061	0.0571594	0.059691	0.0515917	0.0688913	0.059727	0.0649052	0.0471236	0.0613393	0.0709904	0.0689272	0.0894472	0.0931549	0.077135	0.0961263	0.0968113	0.0982659	0.0942803	0.0869231	0.0806247	0.0917516	0.0899743	0.0979357	0.0752841	0.0847732	0.0919141	
Plumbeous Ibis	0.0	0.0	0.0015	3.39E-4	0.0	0.0	8.143E-4	5.845E-4	0.0013089	0.0	0.0	4.415E-4	0.001207	0.0013879	0.0013263	0.0032538	5.0E-4	8.653E-4	0.0013532	0.0025368	0.0027322	0.0014144	0.0010893	0.0011547	0.0014045	0.0021954	0.0010764	0.0021331	0.0022975	0.001224	0.002251	8.764E-4	0.0011117	0.0020101	5.147E-4	3.935E-4	0.0014347	2.873E-4	0.0018064	0.0012571	3.846E-4	0.0015	9.268E-4	0.0	4.801E-4	4.735E-4	0.0015	9.476E-4	
