









Frequency of observations in the selected location(s).:
Number of taxa: 	645

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Green Kingfisher	0.0181213	0.0208232	0.0189573	0.0183051	0.0192796	0.0195035	0.0162866	0.0204559	0.0242147	0.0186542	0.0193271	0.0203091	0.0235365	0.0277585	0.045756	0.0238612	0.0255	0.0253822	0.0331529	0.0289193	0.0300546	0.0282885	0.0223312	0.0248268	0.0175562	0.0274424	0.0236814	0.0285836	0.026996	0.0244798	0.0281373	0.0262927	0.0216787	0.0221106	0.0277921	0.0192837	0.0263032	0.0229819	0.0238439	0.0188561	0.0203846	0.0151963	0.0194625	0.0224018	0.0225636	0.0255682	0.0210583	0.0167404	
Toco Toucan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.884E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-barred Piculet	0.0025888	0.0038741	0.0047393	0.0067797	0.0035515	0.0057624	0.0044788	0.0017534	0.0052356	0.005996	0.0093057	0.0057395	0.006035	0.0062457	0.0072944	0.0075922	0.0025	0.006634	0.0081191	0.0086251	0.0102459	0.0070721	0.0098039	0.0144342	0.0175562	0.0164654	0.017761	0.0170648	0.0189546	0.0079559	0.006753	0.0170903	0.0088938	0.0085427	0.0041173	0.0078709	0.0086083	0.0086182	0.007948	0.0062854	0.0092308	0.0059097	0.0046339	0.0088138	0.006241	0.0047348	0.0053996	0.0060013	
White Woodpecker	0.0022189	0.0043584	0.0078989	0.0044068	0.0045662	0.0044326	0.0089577	0.0046756	0.0137435	0.0046636	0.0085898	0.0057395	0.007242	0.0069396	0.0086207	0.0070499	0.0085	0.0121142	0.0101488	0.0040589	0.0088798	0.0134371	0.0114379	0.01097	0.008427	0.0054885	0.0069968	0.0076792	0.0160827	0.0116279	0.0056275	0.0118317	0.0150083	0.0135678	0.006176	0.0110193	0.013869	0.011491	0.0133671	0.0091138	0.0092308	0.0109751	0.0060241	0.0047741	0.0043207	0.0047348	0.0053996	0.0053696	
White-fronted Woodpecker	3.698E-4	0.0	0.0	3.39E-4	0.0015	8.865E-4	4.072E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.769E-4	0.0	0.0015	0.0	0.0	5.447E-4	0.0	0.0	0.0	0.0016146	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	5.147E-4	3.935E-4	4.782E-4	2.873E-4	3.613E-4	6.285E-4	3.846E-4	4.221E-4	4.634E-4	0.0	0.0	0.0	0.0	0.0015	
Checkered Woodpecker	0.0517751	0.0508475	0.0510795	0.0369492	0.0416032	0.0478723	0.0484528	0.0496786	0.0693717	0.0606262	0.0579814	0.0494481	0.047073	0.0541291	0.0702918	0.0515184	0.048	0.0510528	0.0805142	0.0740741	0.0669399	0.0735502	0.082244	0.0860277	0.0779494	0.0708013	0.0683531	0.0708191	0.0850086	0.0673195	0.0647158	0.0762489	0.0494719	0.0623116	0.0761709	0.0704447	0.0631277	0.0494111	0.0643064	0.0505971	0.0523077	0.0476995	0.0630213	0.0627984	0.0513682	0.0501894	0.0599352	0.0590651	
Cream-backed Woodpecker	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.025E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Green-barred Woodpecker	0.2300296	0.2150121	0.2385466	0.1871186	0.2110604	0.195922	0.1897394	0.1776739	0.1924084	0.164557	0.1853973	0.187638	0.1943271	0.1915337	0.2307692	0.2131236	0.208	0.2235362	0.2307172	0.2100457	0.2213115	0.2114569	0.2091503	0.210739	0.2141854	0.2047201	0.2018299	0.2167235	0.2314762	0.2019584	0.2003376	0.2199825	0.1895497	0.2180905	0.2151312	0.2239276	0.2037303	0.2309681	0.2044798	0.1998743	0.1923077	0.1988181	0.2238184	0.2361366	0.2265963	0.2320076	0.2435205	0.2400505	
Campo Flicker	0.1198225	0.103632	0.1016324	0.100339	0.109589	0.0864362	0.0757329	0.0864991	0.085733	0.0726183	0.0937724	0.0944812	0.095353	0.092991	0.1246684	0.1003254	0.125	0.1222959	0.1136671	0.0979198	0.1072404	0.0997171	0.1176471	0.1039261	0.0863764	0.1092206	0.0920344	0.0972696	0.0873061	0.0795594	0.0990433	0.092901	0.0872707	0.0969849	0.0905816	0.0964187	0.1047346	0.1146222	0.1109104	0.1106223	0.1080769	0.1080625	0.1227989	0.1219243	0.1238598	0.1089015	0.1177106	0.1020215	
Colaptes sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.545E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.221E-4	0.0	0.0	0.0	0.0	0.0	0.0	
woodpecker sp.	0.0	0.0	0.0	3.39E-4	0.0	0.0	4.072E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.782E-4	0.0	0.0	0.0	3.846E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spot-winged Falconet	0.0	0.0	0.0010532	0.0	0.0020294	4.433E-4	4.072E-4	0.0	0.0	0.0	0.0	4.415E-4	0.002414	0.0015	0.0013263	0.0	0.0	0.0014422	0.0013532	5.074E-4	6.831E-4	0.0014144	0.001634	0.0	0.0	0.0	5.382E-4	0.0	5.744E-4	0.0	0.0	8.764E-4	0.0011117	0.0	0.0	0.0	0.0	0.0	0.0010838	3.143E-4	0.0	8.442E-4	0.0	0.0015	0.0	0.0018939	5.4E-4	6.317E-4	
Crested Caracara	0.2818047	0.3026634	0.2980516	0.2766102	0.283105	0.2575355	0.259772	0.2928112	0.2990838	0.2731512	0.3149606	0.3346578	0.3602897	0.3358779	0.3846154	0.3703905	0.4035	0.4173637	0.3822733	0.3921867	0.3920765	0.3932107	0.4123094	0.404157	0.3953652	0.4132821	0.4499462	0.4351536	0.4394026	0.4069767	0.4068655	0.3873795	0.3774319	0.3954774	0.4045291	0.3730815	0.4318508	0.4234415	0.3840318	0.362665	0.3642308	0.3676657	0.3873957	0.3756886	0.343735	0.3304924	0.3131749	0.3016425	
Yellow-headed Caracara	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	
Chimango Caracara	0.5528846	0.5544794	0.5450237	0.4735593	0.463724	0.4250887	0.4096091	0.3863238	0.3867801	0.3550966	0.4094488	0.4472406	0.4562462	0.4829979	0.5106101	0.5016269	0.5385	0.5364869	0.5060893	0.5225774	0.5594262	0.5374823	0.5947712	0.5583141	0.5716292	0.5768386	0.6221744	0.6190273	0.5967835	0.5422277	0.5576815	0.5359334	0.58199	0.5768844	0.5862069	0.5466352	0.5552367	0.5998276	0.5733382	0.5663105	0.5842308	0.5626847	0.6390176	0.6077855	0.593855	0.5894886	0.5469762	0.5985471	
American Kestrel	0.0920858	0.0929782	0.0784623	0.080339	0.0816844	0.0740248	0.0643322	0.0987726	0.0922775	0.0739507	0.08733	0.0869757	0.0923355	0.0811936	0.1007958	0.1079176	0.152	0.1520046	0.1211096	0.1303907	0.1304645	0.1371994	0.1633987	0.1506928	0.1502809	0.1652031	0.1743811	0.1467577	0.112579	0.0966952	0.1057963	0.0933392	0.1050584	0.0974874	0.0998456	0.0834317	0.0918221	0.0893421	0.0733382	0.0637964	0.0607692	0.0624736	0.083874	0.0811605	0.0782525	0.0894886	0.0718143	0.0805433	
Aplomado Falcon	0.0244083	0.0348668	0.0236967	0.0271186	0.0339929	0.0221631	0.0211726	0.0292227	0.0268325	0.0273151	0.0250537	0.0291391	0.025347	0.0416378	0.045756	0.0395879	0.057	0.0553793	0.0358593	0.0385591	0.0368852	0.0410184	0.0517429	0.0484988	0.0477528	0.0515917	0.0355221	0.0392491	0.034463	0.0281518	0.030951	0.0214724	0.0200111	0.0231156	0.0231601	0.0224321	0.0267814	0.0258546	0.017341	0.0179133	0.0134615	0.0151963	0.0189991	0.0179949	0.0148824	0.0170455	0.0140389	0.0192672	
Peregrine Falcon	0.010355	0.0130751	0.014218	0.0142373	0.0121766	0.0132979	0.0077362	0.0134424	0.0248691	0.0133245	0.0250537	0.016777	0.0138805	0.0090215	0.0059682	5.423E-4	0.0025	0.0017306	6.766E-4	0.0010147	6.831E-4	0.0028289	0.001634	5.774E-4	0.0014045	0.0010977	0.0026911	0.0012799	0.0011488	0.002448	0.0016882	8.764E-4	0.0011117	0.0015075	0.001544	0.0023613	0.0047824	0.0068946	0.0115607	0.0144563	0.0126923	0.0118193	0.0111214	0.0150569	0.0153625	0.0137311	0.012419	0.0126342	
large falcon sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.158E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
falcon sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.159E-4	
diurnal raptor sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.415E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.846E-4	0.0	0.0	0.0	0.0	0.0	0.0	3.159E-4	
Cockatiel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.873E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Rose-ringed Parakeet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.266E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Rosella	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-rumped Parrot	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.12E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Budgerigar	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	6.545E-4	0.0	0.0	4.415E-4	0.0015	0.0	0.0	0.0	5.0E-4	0.0015	0.0	5.074E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	9.47E-4	0.0	0.0015	
Rosy-faced Lovebird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
Monk Parakeet	0.6094675	0.6552058	0.6450764	0.5488136	0.5636733	0.5766844	0.6066775	0.5675044	0.5700262	0.580946	0.6249105	0.6326711	0.5920338	0.6162387	0.627321	0.6041215	0.614	0.6224401	0.6407307	0.6164384	0.6120219	0.5876945	0.5631808	0.5929561	0.570927	0.550494	0.5699677	0.5746587	0.606548	0.6156671	0.5818796	0.6209465	0.5769872	0.5939698	0.6011323	0.5608028	0.6145385	0.594944	0.5476879	0.5474544	0.5726923	0.585057	0.6102873	0.6199045	0.6082573	0.6297348	0.6393089	0.6313961	
Yellow-chevroned Parakeet	0.0558432	0.0571429	0.0563454	0.04	0.0451547	0.0425532	0.0614821	0.0455874	0.0536649	0.0732845	0.0730136	0.0772627	0.061557	0.0818876	0.0842175	0.0813449	0.0775	0.0732622	0.0906631	0.0898021	0.0922131	0.0813296	0.0669935	0.0779446	0.0849719	0.0680571	0.083423	0.0848976	0.0890293	0.0844553	0.0680923	0.0876424	0.0605892	0.0743719	0.0705095	0.0767414	0.0760402	0.069233	0.0643064	0.0637964	0.0619231	0.0683833	0.0620945	0.0609622	0.056169	0.0430871	0.0475162	0.0457991	
Scaly-headed Parrot	0.0011095	0.0014528	5.266E-4	0.0023729	0.0015221	8.865E-4	0.0016287	0.0023378	0.0026178	6.662E-4	0.0021475	0.0013245	0.002414	0.0013879	0.0026525	0.0010846	0.002	0.0040381	0.0033829	0.0030441	0.0040984	0.0035361	0.003268	0.0051963	0.0014045	0.0016465	0.0043057	0.0042662	0.0040207	0.0079559	0.0039392	0.0039439	0.0044469	0.0015075	0.0015	0.0027548	0.0033477	0.0017236	0.0010838	0.0018856	0.0023077	0.0012664	9.268E-4	0.0029379	0.0019203	0.0018939	0.0032397	0.0025268	
Turquoise-fronted Amazon	0.0022189	0.0024213	0.0021064	0.0020339	0.0015221	0.0026596	0.0032573	0.0023378	0.0026178	6.662E-4	0.0021475	0.002649	0.001207	0.0034698	0.0033156	0.0037961	0.004	0.0046149	0.0047361	0.0040589	0.0040984	0.0049505	0.0081699	0.0051963	0.0063202	0.0032931	0.0059203	0.003413	0.007467	0.004896	0.006753	0.0052585	0.0072262	0.0050251	0.0082347	0.0070838	0.0062171	0.0089055	0.0061416	0.0059711	0.0046154	0.0050654	0.0074143	0.0077121	0.0067211	0.0037879	0.0032397	0.0025268	
Maroon-bellied Parakeet	0.0055473	0.0077482	0.011585	0.0074576	0.0081177	0.0031028	0.004886	0.0052601	0.0085079	0.0033311	0.0057266	0.0057395	0.0066385	0.0069396	0.0086207	0.0059653	0.003	0.0057687	0.0074425	0.007103	0.0081967	0.0049505	0.0021786	0.0080831	0.0091292	0.0032931	0.0043057	0.0068259	0.0080414	0.0097919	0.0050647	0.0078878	0.0033352	0.0075377	0.001544	0.0082645	0.0062171	0.00632	0.0086705	0.0065996	0.0092308	0.007176	0.0101946	0.0066104	0.0057609	0.0094697	0.0032397	0.0037903	
Green-cheeked Parakeet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.545E-4	0.0	0.0	0.0	6.035E-4	0.0	6.631E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.935E-4	0.0	2.873E-4	0.0	6.285E-4	0.0	4.221E-4	0.0	0.0	0.0	4.735E-4	0.0	0.0	
Burrowing Parakeet	0.0480769	0.0387409	0.0347551	0.0257627	0.0289193	0.027039	0.0207655	0.0321449	0.0287958	0.0159893	0.0186113	0.0260486	0.0307785	0.0256766	0.0331565	0.0341649	0.0405	0.0464378	0.0372124	0.0339929	0.0423497	0.0318246	0.0354031	0.0294457	0.0358146	0.0455543	0.0376749	0.0362628	0.0373349	0.0312118	0.0281373	0.0280456	0.0322401	0.0351759	0.0344828	0.0358127	0.0425634	0.0396438	0.0350434	0.0336266	0.0342308	0.0396792	0.0361446	0.0484759	0.0504081	0.047822	0.0388769	0.0369551	
Nanday Parakeet	0.0122041	0.0130751	0.014218	0.0098305	0.0096398	0.0066489	0.017101	0.0122735	0.0229058	0.0186542	0.0300644	0.019426	0.0162945	0.0173491	0.0251989	0.021692	0.019	0.0224978	0.026387	0.0390665	0.0484973	0.029703	0.0299564	0.0352194	0.0358146	0.0274424	0.0312164	0.0418089	0.0476738	0.0318237	0.033202	0.0464505	0.0289049	0.0371859	0.0329388	0.0342385	0.0315638	0.0327492	0.0328757	0.027027	0.03	0.0308147	0.0264133	0.0304811	0.0235238	0.0241477	0.0194384	0.0205306	
Blue-and-yellow Macaw	3.698E-4	4.843E-4	0.0	0.0	0.0	0.0	0.0	0.0011689	0.0	0.0	0.0	4.415E-4	0.0	0.0	6.631E-4	0.0016269	0.0	2.884E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.025E-4	0.0	0.0015	0.0	2.873E-4	0.0	0.0	0.0	0.0	0.0	3.672E-4	4.801E-4	0.0	5.4E-4	3.159E-4	
Blue-crowned Parakeet	0.004068	0.0029056	0.0010532	0.0027119	0.0015221	8.865E-4	8.143E-4	0.0	0.0013089	0.0013324	0.0021475	0.0030905	0.0078455	0.0055517	0.0019894	0.0048807	0.0025	0.0057687	0.0040595	0.0025368	0.0068306	0.0035361	0.0038126	5.774E-4	0.0042135	0.0010977	0.0037675	0.003413	0.0028719	0.001836	0.0039392	0.0026293	0.0033352	0.0040201	0.0025733	0.0031484	0.0023912	0.0040218	0.0050578	0.0012571	0.0019231	0.0016885	0.0027804	0.0011017	0.0038406	0.0052083	0.0032397	0.0028427	
Mitred Parakeet	3.698E-4	0.0014528	0.0010532	6.78E-4	5.074E-4	0.0035461	0.0020358	0.0035067	0.0052356	0.0019987	0.0028633	0.001766	0.002414	0.0034698	0.0039788	0.0032538	5.0E-4	0.0034612	0.0020298	0.0020294	0.0027322	0.0056577	0.0027233	5.774E-4	0.0014045	0.0016465	0.0032293	0.0025597	0.0051694	0.0067319	0.0033765	0.0013146	0.0011117	0.0015	0.001544	0.0015742	0.0014347	0.0017236	0.0018064	0.0025141	0.0015385	0.0025327	0.0018536	0.001469	0.0019203	9.47E-4	0.0010799	0.0015793	
White-eyed Parakeet	0.0491864	0.051816	0.0610848	0.0538983	0.0568239	0.0536348	0.0598534	0.0496786	0.0451571	0.0393071	0.0415175	0.0269316	0.0199155	0.0173491	0.0099469	0.0103037	0.0045	0.0147101	0.0121786	0.021309	0.0191257	0.0261669	0.0326797	0.028291	0.0287921	0.0230516	0.0220667	0.0251706	0.034463	0.0342717	0.0281373	0.0416301	0.0389105	0.0482412	0.0571282	0.0609996	0.0602582	0.0525711	0.0538295	0.0578253	0.0511538	0.0510764	0.0518999	0.0528828	0.0489678	0.0487689	0.0518359	0.0492735	
large parakeet sp. (former Aratinga sp.)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.873E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
parakeet sp.	7.396E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	5.627E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.801E-4	0.0	0.0	6.317E-4	
parrot sp.	0.0	0.0	5.266E-4	6.78E-4	0.0	0.0	0.0	0.0	0.0	6.662E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Rufous-capped Antshrike	0.0136834	0.0174334	0.016851	0.0169492	0.0131913	0.0137411	0.0130293	0.019287	0.0301047	0.0166556	0.0221904	0.0198675	0.0199155	0.0152672	0.0258621	0.0178959	0.016	0.0170176	0.0182679	0.0218163	0.0204918	0.0226308	0.0228758	0.0225173	0.0210674	0.0208562	0.0215285	0.0243174	0.0275704	0.0293758	0.0196961	0.0280456	0.0261256	0.0276382	0.0344828	0.030303	0.0291726	0.0252801	0.0278179	0.0219987	0.0146154	0.0185732	0.021316	0.0224018	0.0172828	0.0217803	0.0167387	0.0170562	
Variable Antshrike	0.0029586	0.0024213	0.0057925	0.0054237	0.007103	0.0062057	0.0036645	0.0058445	0.0091623	0.005996	0.0085898	0.007064	0.006035	0.0055517	0.0119363	0.0059653	0.008	0.0077877	0.011502	0.0152207	0.0081967	0.0106082	0.0157952	0.0127021	0.0168539	0.0164654	0.0220667	0.015785	0.0137852	0.0159119	0.0095667	0.014461	0.0088938	0.0090452	0.010808	0.0114128	0.0114778	0.0071818	0.0104769	0.0040855	0.0069231	0.0084424	0.0069509	0.0062431	0.0072012	0.0042614	0.0070194	0.0063171	
Crested Gallito	0.0051775	0.0014528	0.0021064	0.0044068	0.0050736	0.0057624	0.002443	0.0035067	0.0026178	0.005996	0.0071582	0.0039735	0.004828	0.0055517	0.0086207	0.0021692	0.003	0.0034612	0.0047361	0.0025368	0.0040984	0.0021216	0.0021786	0.0	0.0	0.0016465	5.382E-4	0.0012799	0.0011488	0.001836	0.0033765	0.006135	0.0027793	0.0060302	0.0041173	0.0027548	0.0081301	0.0048837	0.0083092	0.0053426	0.0084615	0.007176	0.0069509	0.0040397	0.0081613	0.0052083	0.0080994	0.0047378	
Common Miner	3.698E-4	0.0048426	0.0036862	0.0061017	0.0	0.0031028	8.143E-4	5.845E-4	0.0039267	0.0053298	0.0014316	0.004415	0.006035	0.0062457	0.0059682	0.0086768	0.007	0.0040381	0.0027064	0.0010147	0.0034153	0.0014144	0.0043573	0.0017321	0.005618	0.0098793	0.0037675	0.0029863	0.0028719	0.002448	5.627E-4	0.0043821	0.0033352	0.0020101	0.001544	0.0011806	0.0023912	0.0017236	0.0032514	0.0025141	0.0034615	0.0016885	0.0060241	0.0051414	0.0028805	0.0052083	0.0032397	9.476E-4	
Scimitar-billed Woodcreeper	0.0	4.843E-4	0.0010532	3.39E-4	0.0015221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030175	6.94E-4	6.631E-4	5.423E-4	5.0E-4	0.0034612	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0010977	0.0	4.266E-4	5.744E-4	0.0	0.0	0.0	5.559E-4	5.025E-4	0.0010293	0.0	9.565E-4	8.618E-4	0.0010838	0.0015	3.846E-4	0.0016885	4.634E-4	0.0015	9.602E-4	0.0014205	0.0016199	0.0	
Narrow-billed Woodcreeper	0.0869083	0.0949153	0.0979463	0.0877966	0.0948757	0.0828901	0.0916124	0.1011105	0.1073298	0.0926049	0.1037938	0.0931567	0.1050091	0.092991	0.1200265	0.106833	0.0965	0.1139314	0.1190798	0.1182141	0.1106557	0.1046676	0.1045752	0.1091224	0.0997191	0.0987925	0.1038751	0.1139078	0.1303848	0.1046512	0.104108	0.1051709	0.0917176	0.1130653	0.1039629	0.1125541	0.1186035	0.1108877	0.1007948	0.0939661	0.1019231	0.1000422	0.1195551	0.1156812	0.099856	0.1032197	0.1052916	0.1089703	
Chaco Earthcreeper	0.0055473	0.0038741	0.0052659	0.0047458	0.0060883	0.0110816	0.0040717	0.0058445	0.0019634	0.0033311	0.0064424	0.004415	0.0078455	0.0076336	0.0132626	0.0032538	0.008	0.0080761	0.0047361	0.0055809	0.0068306	0.0070721	0.0065359	0.0034642	0.0021067	0.0104281	5.382E-4	0.0025597	0.0040207	0.005508	0.0101294	0.0087642	0.008338	0.0125628	0.0082347	0.0153483	0.0095648	0.0057455	0.0115607	0.0059711	0.0080769	0.0063318	0.0074143	0.0069776	0.0120019	0.0108902	0.0097192	0.0050537	
Rufous Hornero	0.6568047	0.683293	0.6529753	0.5708475	0.6133942	0.6546986	0.6934039	0.6428989	0.6806283	0.7088608	0.7208304	0.7408389	0.7091129	0.7654407	0.7533156	0.7640998	0.726	0.7000288	0.767253	0.7635718	0.7418033	0.718529	0.6895425	0.7251732	0.7106742	0.6838639	0.6722282	0.6830205	0.7214245	0.7294982	0.7208779	0.7497809	0.6870484	0.6844221	0.6690685	0.6658796	0.7135342	0.6877334	0.6549855	0.6621622	0.6742308	0.6876319	0.6848934	0.687477	0.7105137	0.702178	0.7138229	0.6939356	
Wren-like Rushbird	0.0935651	0.0939467	0.076356	0.0816949	0.0791476	0.0673759	0.0574104	0.0783168	0.0824607	0.0406396	0.0615605	0.0631347	0.0706095	0.0527412	0.0656499	0.0764642	0.0955	0.0741275	0.0798376	0.0690005	0.067623	0.0671853	0.087146	0.0756351	0.0842697	0.1059276	0.098493	0.0998294	0.0896037	0.1040392	0.1198649	0.0968449	0.1161757	0.118593	0.128667	0.1125541	0.1343855	0.1318587	0.1105491	0.1269642	0.1238462	0.1228366	0.1232623	0.1087036	0.0979357	0.1055871	0.100432	0.0944409	
Curve-billed Reedhaunter	0.0159024	0.0198547	0.0210637	0.0169492	0.0126839	0.0132979	0.0166938	0.0216248	0.0287958	0.0153231	0.0250537	0.0203091	0.016898	0.0152672	0.0218833	0.0200651	0.0195	0.0204788	0.0331529	0.0248605	0.0218579	0.0226308	0.0245098	0.0230947	0.0203652	0.0219539	0.0204521	0.0174915	0.0246984	0.0238678	0.0157569	0.0175285	0.0188994	0.0130653	0.0247041	0.0192837	0.0248685	0.0155128	0.0205925	0.0204274	0.0211538	0.021106	0.0217794	0.0238707	0.0196831	0.0160985	0.0232181	0.0198989	
Scale-throated Earthcreeper	0.0	0.0	5.266E-4	0.0	0.0	0.0	0.0	0.0	0.0	6.662E-4	7.158E-4	8.83E-4	0.0030175	6.94E-4	0.0019894	0.0032538	0.0025	0.0028843	0.0054127	0.0035515	0.0020492	0.0028289	0.0059913	0.0046189	0.002809	0.0060373	0.0026911	0.0021331	5.744E-4	0.00306	0.002251	0.0013146	0.0022235	5.025E-4	0.0020587	0.0	0.0	2.873E-4	3.613E-4	0.0	0.0	0.0	0.0	3.672E-4	4.801E-4	0.0	0.0	0.0	
